tube_assembly_id|item|component|quantity
TA-06412|component_id_3|C-1641|1 
TA-06413|component_id_1|C-1621|1 
TA-06413|component_id_2|C-1628|1 
TA-06419|component_id_1|C-1632|2 
TA-06419|component_id_2|C-2026|2 
TA-06422|component_id_1|C-1243|2 
TA-06422|component_id_2|C-1244|2 
TA-06423|component_id_1|C-1420|2 
TA-06423|component_id_2|C-1421|2 
TA-06424|component_id_1|C-1624|1 
TA-06424|component_id_2|C-1631|1 
TA-06424|component_id_3|C-1641|1 
TA-06425|component_id_1|C-1641|1 
TA-06425|component_id_2|C-2005|1 
TA-06426|component_id_1|C-1624|2 
TA-06426|component_id_2|C-1631|2 
TA-06428|component_id_1|C-1332|1 
TA-06428|component_id_2|C-1621|1 
TA-06429|component_id_1|C-1621|2 
TA-06429|component_id_2|C-1628|2 
TA-06430|component_id_1|C-1621|2 
TA-06430|component_id_2|C-1628|2 
TA-06431|component_id_1|C-1622|1 
TA-06431|component_id_2|C-1629|1 
TA-06431|component_id_3|C-1639|1 
TA-06432|component_id_1|C-1623|2 
TA-06432|component_id_2|C-1630|2 
TA-06433|component_id_1|C-1623|2 
TA-06433|component_id_2|C-1630|2 
TA-06434|component_id_1|C-1623|1 
TA-06434|component_id_2|C-1630|1 
TA-06434|component_id_3|C-1758|1 
TA-06435|component_id_1|C-1623|1 
TA-06435|component_id_2|C-1630|1 
TA-06435|component_id_3|C-1758|1 
TA-06436|component_id_1|C-1623|1 
TA-06436|component_id_2|C-1630|1 
TA-06436|component_id_3|C-2008|1 
TA-06437|component_id_1|C-1640|1 
TA-06437|component_id_2|C-1647|1 
TA-06438|component_id_1|C-1623|1 
TA-06438|component_id_2|C-1630|1 
TA-06438|component_id_3|C-1640|1 
TA-06439|component_id_1|C-1623|1 
TA-06439|component_id_2|C-1630|1 
TA-06439|component_id_3|C-1640|1 
TA-06440|component_id_1|C-1623|2 
TA-06440|component_id_2|C-1630|2 
TA-06441|component_id_1|C-1623|2 
TA-06441|component_id_2|C-1630|2 
TA-06442|component_id_1|C-1640|1 
TA-06442|component_id_2|C-1647|1 
TA-06443|component_id_1|C-1623|1 
TA-06443|component_id_2|C-1630|1 
TA-06443|component_id_3|C-1640|1 
TA-06444|component_id_1|C-1623|1 
TA-06444|component_id_2|C-1630|1 
TA-06444|component_id_3|C-1640|1 
TA-06445|component_id_1|C-1623|2 
TA-06445|component_id_2|C-1630|2 
TA-06446|component_id_1|C-1621|2 
TA-06446|component_id_2|C-1628|2 
TA-06451|component_id_1|C-1622|1 
TA-06451|component_id_2|C-1629|1 
TA-06451|component_id_3|C-1639|1 
TA-06452|component_id_1|C-1622|1 
TA-06452|component_id_2|C-1629|1 
TA-06452|component_id_3|C-1639|1 
TA-06453|component_id_1|C-1622|1 
TA-06453|component_id_2|C-1629|1 
TA-06453|component_id_3|C-1639|1 
TA-06454|component_id_1|C-1622|1 
TA-06454|component_id_2|C-1629|1 
TA-06454|component_id_3|C-1639|1 
TA-06455|component_id_1|C-0009|1 
TA-06456|component_id_1|C-1527|1 
TA-06457|component_id_1|C-1630|2 
TA-06457|component_id_2|C-2028|2 
TA-06458|component_id_1|C-1630|2 
TA-06458|component_id_2|C-2028|2 
TA-06459|component_id_1|C-0250|2 
TA-06460|component_id_1|C-1638|2 
TA-06461|component_id_1|C-1621|2 
TA-06461|component_id_2|C-1628|2 
TA-06462|component_id_1|C-1243|2 
TA-06462|component_id_2|C-1244|2 
TA-06463|component_id_1|C-1243|2 
TA-06463|component_id_2|C-1244|2 
TA-06464|component_id_1|C-1621|1 
TA-06464|component_id_2|C-1628|1 
TA-06465|component_id_1|C-1625|1 
TA-06465|component_id_2|C-1632|1 
TA-06465|component_id_3|C-1907|1 
TA-06466|component_id_1|C-1881|2 
TA-06467|component_id_1|C-1881|2 
TA-06468|component_id_1|C-1622|1 
TA-06468|component_id_2|C-1629|1 
TA-06468|component_id_3|C-1639|1 
TA-06469|component_id_1|C-1622|1 
TA-06469|component_id_2|C-1629|1 
TA-06469|component_id_3|C-1639|1 
TA-06470|component_id_1|C-1623|2 
TA-06470|component_id_2|C-1630|2 
TA-06471|component_id_1|C-1623|2 
TA-06471|component_id_2|C-1630|2 
TA-06472|component_id_1|C-1624|2 
TA-06472|component_id_2|C-1630|1 
TA-06472|component_id_3|C-1631|2 
TA-06473|component_id_1|C-1625|2 
TA-06473|component_id_2|C-1635|2 
TA-06474|component_id_1|C-1625|2 
TA-06474|component_id_2|C-1635|2 
TA-06475|component_id_1|C-1624|2 
TA-06475|component_id_2|C-1631|2 
TA-06476|component_id_1|C-1586|1 
TA-06476|component_id_2|C-1865|1 
TA-06476|component_id_3|C-1884|1 
TA-06479|component_id_1|C-1624|1 
TA-06479|component_id_2|C-1631|1 
TA-06480|component_id_1|C-1624|1 
TA-06480|component_id_2|C-1631|1 
TA-06481|component_id_1|C-1993|1 
TA-06482|component_id_1|C-1845|2 
TA-06482|component_id_2|C-1846|2 
TA-06483|component_id_1|C-1621|2 
TA-06483|component_id_2|C-1628|2 
TA-06485|component_id_1|C-1626|1 
TA-06485|component_id_2|C-1633|1 
TA-06485|component_id_3|C-1643|1 
TA-06486|component_id_1|C-1621|1 
TA-06486|component_id_2|C-1622|1 
TA-06486|component_id_3|C-1628|1 
TA-06486|component_id_4|C-1660|1 
TA-06487|component_id_1|C-1623|2 
TA-06487|component_id_2|C-1630|2 
TA-06488|component_id_1|C-1624|2 
TA-06488|component_id_2|C-1631|2 
TA-06489|component_id_1|C-1624|2 
TA-06489|component_id_2|C-1631|2 
TA-06490|component_id_1|C-1624|2 
TA-06490|component_id_2|C-1631|2 
TA-06491|component_id_1|C-1624|2 
TA-06491|component_id_2|C-1631|2 
TA-06492|component_id_1|C-1624|2 
TA-06492|component_id_2|C-1631|2 
TA-06493|component_id_1|C-1624|2 
TA-06493|component_id_2|C-1631|2 
TA-06494|component_id_1|C-1620|2 
TA-06494|component_id_2|C-1627|2 
TA-06495|component_id_1|C-1243|2 
TA-06495|component_id_2|C-1244|2 
TA-06496|component_id_1|C-1621|2 
TA-06496|component_id_2|C-1628|2 
TA-06497|component_id_1|C-1621|2 
TA-06497|component_id_2|C-1628|2 
TA-06498|component_id_1|C-1243|1 
TA-06498|component_id_2|C-1244|1 
TA-06498|component_id_3|C-1621|1 
TA-06498|component_id_4|C-1628|1 
TA-06499|component_id_1|C-1566|1 
TA-06500|component_id_1|C-0130|1 
TA-06501|component_id_1|C-0562|1 
TA-06503|component_id_1|C-1993|1 
TA-06504|component_id_1|C-0211|1 
TA-06504|component_id_2|C-0369|1 
TA-06505|component_id_1|C-1622|2 
TA-06505|component_id_2|C-1629|2 
TA-06506|component_id_1|C-0448|1 
TA-06506|component_id_2|C-0449|1 
TA-06507|component_id_1|C-1622|2 
TA-06507|component_id_2|C-1629|2 
TA-06508|component_id_1|C-1312|2 
TA-06509|component_id_1|C-1312|2 
TA-06511|component_id_1|C-0444|1 
TA-06511|component_id_2|C-0445|1 
TA-06512|component_id_1|C-0444|1 
TA-06512|component_id_2|C-0445|1 
TA-06513|component_id_1|C-1622|2 
TA-06513|component_id_2|C-1629|2 
TA-06514|component_id_1|C-0444|2 
TA-06514|component_id_2|C-0445|2 
TA-06515|component_id_1|C-1624|1 
TA-06515|component_id_2|C-1631|1 
TA-06515|component_id_3|C-2005|1 
TA-06516|component_id_1|C-1624|1 
TA-06516|component_id_2|C-1631|1 
TA-06516|component_id_3|C-2005|1 
TA-06517|component_id_1|C-1622|2 
TA-06517|component_id_2|C-1629|2 
TA-06518|component_id_1|C-1621|1 
TA-06518|component_id_2|C-1622|1 
TA-06518|component_id_3|C-1628|1 
TA-06518|component_id_4|C-1660|1 
TA-06520|component_id_1|C-1623|1 
TA-06520|component_id_2|C-1630|1 
TA-06520|component_id_3|C-1647|1 
TA-06521|component_id_1|C-1623|1 
TA-06521|component_id_2|C-1630|1 
TA-06521|component_id_3|C-1640|1 
TA-06522|component_id_1|C-1623|1 
TA-06522|component_id_2|C-1630|1 
TA-06522|component_id_3|C-1647|1 
TA-06523|component_id_1|C-1209|1 
TA-06523|component_id_2|C-1628|1 
TA-06523|component_id_3|C-2030|1 
TA-06524|component_id_1|C-1889|2 
TA-06525|component_id_1|C-1620|1 
TA-06525|component_id_2|C-1621|1 
TA-06525|component_id_3|C-1627|1 
TA-06525|component_id_4|C-1661|1 
TA-06526|component_id_1|C-1622|2 
TA-06526|component_id_2|C-1629|2 
TA-06527|component_id_1|C-1624|1 
TA-06527|component_id_2|C-1631|1 
TA-06527|component_id_3|C-1641|1 
TA-06528|component_id_1|C-1623|1 
TA-06528|component_id_2|C-1630|1 
TA-06528|component_id_3|C-1648|1 
TA-06529|component_id_1|C-1623|1 
TA-06529|component_id_2|C-1630|1 
TA-06529|component_id_3|C-1648|1 
TA-06530|component_id_1|C-1623|2 
TA-06530|component_id_2|C-1630|2 
TA-06531|component_id_1|C-1623|2 
TA-06531|component_id_2|C-1630|2 
TA-06532|component_id_1|C-1623|2 
TA-06532|component_id_2|C-1630|2 
TA-06533|component_id_1|C-1623|2 
TA-06533|component_id_2|C-1630|2 
TA-06534|component_id_1|C-1623|2 
TA-06534|component_id_2|C-1630|2 
TA-06535|component_id_1|C-1243|2 
TA-06535|component_id_2|C-1244|2 
TA-06536|component_id_1|C-1621|2 
TA-06536|component_id_2|C-1628|2 
TA-06537|component_id_1|C-0444|2 
TA-06537|component_id_2|C-0445|2 
TA-06538|component_id_1|C-0444|2 
TA-06538|component_id_2|C-0445|2 
TA-06539|component_id_1|C-1505|1 
TA-06540|component_id_1|C-1626|1 
TA-06540|component_id_2|C-1633|1 
TA-06540|component_id_3|C-2009|1 
TA-06541|component_id_1|C-1621|1 
TA-06541|component_id_2|C-1622|1 
TA-06541|component_id_3|C-1628|1 
TA-06541|component_id_4|C-1660|1 
TA-06542|component_id_1|C-1624|1 
TA-06542|component_id_2|C-1631|1 
TA-06542|component_id_3|C-1648|1 
TA-06543|component_id_1|C-1624|1 
TA-06543|component_id_2|C-1631|1 
TA-06543|component_id_3|C-1648|1 
TA-06544|component_id_1|C-1624|1 
TA-06544|component_id_2|C-1631|1 
TA-06544|component_id_3|C-1641|1 
TA-06545|component_id_1|C-1624|1 
TA-06545|component_id_2|C-1631|1 
TA-06545|component_id_3|C-1641|1 
TA-06546|component_id_1|C-1624|2 
TA-06546|component_id_2|C-1631|2 
TA-06548|component_id_1|C-1243|1 
TA-06548|component_id_2|C-1244|1 
TA-06548|component_id_3|C-1621|1 
TA-06548|component_id_4|C-1628|1 
TA-06549|component_id_1|C-1624|1 
TA-06549|component_id_2|C-1631|1 
TA-06549|component_id_3|C-1641|1 
TA-06550|component_id_1|C-1624|1 
TA-06550|component_id_2|C-1631|1 
TA-06550|component_id_3|C-1641|1 
TA-06551|component_id_1|C-1243|1 
TA-06551|component_id_2|C-1244|1 
TA-06551|component_id_3|C-1621|1 
TA-06551|component_id_4|C-1628|1 
TA-06552|component_id_1|C-1623|1 
TA-06552|component_id_2|C-1630|1 
TA-06552|component_id_3|C-1647|1 
TA-06553|component_id_1|C-1623|1 
TA-06553|component_id_2|C-1630|1 
TA-06553|component_id_3|C-1647|1 
TA-06554|component_id_1|C-1243|2 
TA-06554|component_id_2|C-1244|2 
TA-06555|component_id_1|C-1243|2 
TA-06555|component_id_2|C-1244|2 
TA-06556|component_id_1|C-1620|1 
TA-06556|component_id_2|C-1621|1 
TA-06556|component_id_3|C-1627|1 
TA-06556|component_id_4|C-1661|1 
TA-06557|component_id_1|C-1621|2 
TA-06557|component_id_2|C-1628|2 
TA-06558|component_id_1|C-1621|2 
TA-06558|component_id_2|C-1628|2 
TA-06559|component_id_1|C-1621|2 
TA-06559|component_id_2|C-1628|2 
TA-06560|component_id_1|C-1621|2 
TA-06560|component_id_2|C-1628|2 
TA-06561|component_id_1|C-1621|2 
TA-06561|component_id_2|C-1628|2 
TA-06562|component_id_1|C-1631|2 
TA-06562|component_id_2|C-2027|2 
TA-06563|component_id_1|C-1243|1 
TA-06563|component_id_2|C-1244|1 
TA-06563|component_id_3|C-1621|1 
TA-06563|component_id_4|C-1628|1 
TA-06564|component_id_1|C-1631|2 
TA-06564|component_id_2|C-2027|2 
TA-06565|component_id_1|C-0448|2 
TA-06565|component_id_2|C-0449|2 
TA-06566|component_id_1|C-0448|2 
TA-06566|component_id_2|C-0449|2 
TA-06568|component_id_1|C-1621|1 
TA-06568|component_id_2|C-1628|1 
TA-06568|component_id_3|C-1638|1 
TA-06569|component_id_1|C-1621|1 
TA-06569|component_id_2|C-1628|1 
TA-06569|component_id_3|C-1638|1 
TA-06570|component_id_1|C-1243|1 
TA-06570|component_id_2|C-1244|1 
TA-06571|component_id_1|C-1243|1 
TA-06571|component_id_2|C-1244|1 
TA-06572|component_id_1|C-0101|2 
TA-06572|component_id_2|C-0102|2 
TA-06573|component_id_1|C-0101|2 
TA-06573|component_id_2|C-0102|2 
TA-06574|component_id_1|C-0101|2 
TA-06574|component_id_2|C-0102|2 
TA-06575|component_id_1|C-0101|2 
TA-06575|component_id_2|C-0102|2 
TA-06576|component_id_1|C-0101|2 
TA-06576|component_id_2|C-0102|2 
TA-06577|component_id_1|C-0101|2 
TA-06577|component_id_2|C-0102|2 
TA-06578|component_id_1|C-0101|2 
TA-06578|component_id_2|C-0102|2 
TA-06579|component_id_1|C-1626|1 
TA-06579|component_id_2|C-1633|1 
TA-06580|component_id_1|C-1626|1 
TA-06580|component_id_2|C-1633|1 
TA-06581|component_id_1|C-1626|1 
TA-06581|component_id_2|C-1633|1 
TA-06582|component_id_1|C-1626|1 
TA-06582|component_id_2|C-1633|1 
TA-06583|component_id_1|C-1626|1 
TA-06583|component_id_2|C-1633|1 
TA-06584|component_id_1|C-1243|2 
TA-06584|component_id_2|C-1244|2 
TA-06585|component_id_1|C-1243|2 
TA-06585|component_id_2|C-1244|2 
TA-06587|component_id_1|C-1243|2 
TA-06587|component_id_2|C-1244|2 
TA-06588|component_id_1|C-1624|1 
TA-06588|component_id_2|C-1631|1 
TA-06588|component_id_3|C-1648|1 
TA-06589|component_id_1|C-1521|1 
TA-06589|component_id_2|C-1898|4 
TA-06590|component_id_1|C-1943|1 
TA-06590|component_id_2|C-0592|1 
TA-06590|component_id_3|C-0594|1 
TA-06591|component_id_1|C-1243|1 
TA-06591|component_id_2|C-1244|1 
TA-06592|component_id_1|C-1621|1 
TA-06592|component_id_2|C-1628|1 
TA-06592|component_id_3|C-1638|1 
TA-06593|component_id_1|C-1621|2 
TA-06593|component_id_2|C-1628|2 
TA-06594|component_id_1|C-1420|2 
TA-06594|component_id_2|C-1421|2 
TA-06595|component_id_1|C-0562|1 
TA-06596|component_id_1|C-0562|1 
TA-06597|component_id_1|C-1943|1 
TA-06597|component_id_2|C-0563|1 
TA-06597|component_id_3|C-0595|1 
TA-06598|component_id_1|C-1630|1 
TA-06598|component_id_2|C-2028|1 
TA-06598|component_id_3|C-0318|1 
TA-06599|component_id_1|C-1630|1 
TA-06599|component_id_2|C-2028|1 
TA-06599|component_id_3|C-0318|1 
TA-06600|component_id_1|C-1630|1 
TA-06600|component_id_2|C-2028|1 
TA-06600|component_id_3|C-0318|1 
TA-06601|component_id_1|C-1630|1 
TA-06601|component_id_2|C-2028|1 
TA-06601|component_id_3|C-0318|1 
TA-06602|component_id_1|C-1630|1 
TA-06602|component_id_2|C-2028|1 
TA-06602|component_id_3|C-0318|1 
TA-06603|component_id_1|C-1621|2 
TA-06603|component_id_2|C-1628|2 
TA-06604|component_id_1|C-1621|2 
TA-06604|component_id_2|C-1628|2 
TA-06605|component_id_1|C-1621|2 
TA-06605|component_id_2|C-1628|2 
TA-06606|component_id_1|C-1621|2 
TA-06606|component_id_2|C-1628|2 
TA-06607|component_id_1|C-1623|1 
TA-06607|component_id_2|C-1630|1 
TA-06607|component_id_3|C-1647|1 
TA-06609|component_id_1|C-1626|1 
TA-06609|component_id_2|C-1633|1 
TA-06609|component_id_3|C-0584|1 
TA-06610|component_id_1|C-1632|2 
TA-06610|component_id_2|C-2026|2 
TA-06611|component_id_1|C-1209|1 
TA-06611|component_id_2|C-1638|1 
TA-06612|component_id_1|C-1641|2 
TA-06613|component_id_1|C-1623|2 
TA-06613|component_id_2|C-1630|2 
TA-06614|component_id_1|C-1623|2 
TA-06614|component_id_2|C-1630|2 
TA-06615|component_id_1|C-1623|1 
TA-06615|component_id_2|C-1630|1 
TA-06615|component_id_3|C-1640|1 
TA-06616|component_id_1|C-1623|1 
TA-06616|component_id_2|C-1630|1 
TA-06616|component_id_3|C-1640|1 
TA-06617|component_id_1|C-1623|2 
TA-06617|component_id_2|C-1630|2 
TA-06618|component_id_1|C-1623|2 
TA-06618|component_id_2|C-1630|2 
TA-06619|component_id_1|C-1623|2 
TA-06619|component_id_2|C-1630|2 
TA-06620|component_id_1|C-1243|2 
TA-06620|component_id_2|C-1244|2 
TA-06621|component_id_1|C-1475|1 
TA-06621|component_id_2|C-1476|1 
TA-06622|component_id_1|C-1624|2 
TA-06622|component_id_2|C-1631|2 
TA-06623|component_id_1|C-1881|2 
TA-06624|component_id_1|C-1883|2 
TA-06625|component_id_1|C-1586|2 
TA-06625|component_id_2|C-1602|1 
TA-06625|component_id_3|C-1865|1 
TA-06626|component_id_1|C-1586|2 
TA-06626|component_id_2|C-1602|1 
TA-06626|component_id_3|C-1865|1 
TA-06627|component_id_1|C-1243|2 
TA-06627|component_id_2|C-1244|2 
TA-06628|component_id_1|C-1888|1 
TA-06628|component_id_2|C-1889|1 
TA-06629|component_id_1|C-1888|1 
TA-06629|component_id_2|C-1889|1 
TA-06630|component_id_1|C-1623|1 
TA-06630|component_id_2|C-1630|1 
TA-06630|component_id_3|C-1640|1 
TA-06633|component_id_1|C-1622|2 
TA-06633|component_id_2|C-1629|2 
TA-06634|component_id_1|C-1622|1 
TA-06634|component_id_2|C-1629|1 
TA-06634|component_id_3|C-1646|1 
TA-06635|component_id_1|C-1623|2 
TA-06635|component_id_2|C-1630|2 
TA-06636|component_id_1|C-1621|2 
TA-06636|component_id_2|C-1628|2 
TA-06637|component_id_1|C-1621|2 
TA-06637|component_id_2|C-1628|2 
TA-06638|component_id_1|C-1621|2 
TA-06638|component_id_2|C-1628|2 
TA-06639|component_id_1|C-1622|2 
TA-06639|component_id_2|C-1629|2 
TA-06640|component_id_1|C-1622|2 
TA-06640|component_id_2|C-1629|2 
TA-06641|component_id_1|C-1647|1 
TA-06641|component_id_2|C-0211|1 
TA-06642|component_id_1|C-1637|2 
TA-06642|component_id_2|C-1662|1 
TA-06643|component_id_1|C-1312|2 
TA-06644|component_id_1|C-1623|1 
TA-06644|component_id_2|C-1630|1 
TA-06644|component_id_3|C-1640|1 
TA-06645|component_id_1|C-1623|1 
TA-06645|component_id_2|C-1630|1 
TA-06645|component_id_3|C-1640|1 
TA-06646|component_id_1|C-1623|2 
TA-06646|component_id_2|C-1630|2 
TA-06647|component_id_1|C-1623|2 
TA-06647|component_id_2|C-1630|2 
TA-06648|component_id_1|C-1626|1 
TA-06648|component_id_2|C-1633|1 
TA-06648|component_id_3|C-2009|1 
TA-06649|component_id_1|C-1625|2 
TA-06649|component_id_2|C-1632|2 
TA-06650|component_id_1|C-1625|2 
TA-06650|component_id_2|C-1632|2 
TA-06651|component_id_1|C-1623|1 
TA-06651|component_id_2|C-1624|1 
TA-06651|component_id_3|C-1630|1 
TA-06651|component_id_4|C-1654|1 
TA-06652|component_id_1|C-1626|1 
TA-06652|component_id_2|C-1633|1 
TA-06652|component_id_3|C-0584|1 
TA-06653|component_id_1|C-1621|2 
TA-06653|component_id_2|C-1628|2 
TA-06654|component_id_1|C-1624|1 
TA-06654|component_id_2|C-1631|1 
TA-06654|component_id_3|C-1641|1 
TA-06655|component_id_1|C-1624|2 
TA-06655|component_id_2|C-0051|2 
TA-06656|component_id_1|C-1624|2 
TA-06656|component_id_2|C-1631|2 
TA-06657|component_id_1|C-1623|2 
TA-06657|component_id_2|C-1630|2 
TA-06658|component_id_1|C-1622|2 
TA-06658|component_id_2|C-1629|2 
TA-06659|component_id_1|C-1623|2 
TA-06659|component_id_2|C-1630|2 
TA-06660|component_id_1|C-1622|1 
TA-06660|component_id_2|C-1629|1 
TA-06660|component_id_3|C-1639|1 
TA-06661|component_id_1|C-1623|2 
TA-06661|component_id_2|C-1630|2 
TA-06661|component_id_3|C-0215|2 
TA-06662|component_id_1|C-1621|2 
TA-06662|component_id_2|C-1628|2 
TA-06663|component_id_1|C-1621|2 
TA-06663|component_id_2|C-1628|2 
TA-06664|component_id_1|C-1621|2 
TA-06664|component_id_2|C-1628|2 
TA-06664|component_id_3|C-0208|1 
TA-06665|component_id_1|C-1623|2 
TA-06665|component_id_2|C-1630|2 
TA-06665|component_id_3|C-0215|2 
TA-06666|component_id_1|C-1623|2 
TA-06666|component_id_2|C-1630|2 
TA-06666|component_id_3|C-0215|2 
TA-06667|component_id_1|C-1623|2 
TA-06667|component_id_2|C-1630|2 
TA-06667|component_id_3|C-0215|2 
TA-06668|component_id_1|C-1622|1 
TA-06668|component_id_2|C-1629|1 
TA-06668|component_id_3|C-1639|1 
TA-06669|component_id_1|C-1622|1 
TA-06669|component_id_2|C-1629|1 
TA-06669|component_id_3|C-1646|1 
TA-06670|component_id_1|C-1621|2 
TA-06670|component_id_2|C-1628|2 
TA-06671|component_id_1|C-1644|1 
TA-06671|component_id_2|C-2003|1 
TA-06672|component_id_1|C-1623|1 
TA-06672|component_id_2|C-1630|1 
TA-06672|component_id_3|C-1640|1 
TA-06673|component_id_1|C-1623|1 
TA-06673|component_id_2|C-1630|1 
TA-06673|component_id_3|C-1640|1 
TA-06674|component_id_1|C-1623|1 
TA-06674|component_id_2|C-1630|1 
TA-06674|component_id_3|C-1640|1 
TA-06676|component_id_1|C-1312|2 
TA-06677|component_id_1|C-1312|2 
TA-06678|component_id_1|C-1312|2 
TA-06679|component_id_1|C-1312|2 
TA-06680|component_id_1|C-1312|2 
TA-06681|component_id_1|C-1312|2 
TA-06682|component_id_1|C-1312|2 
TA-06683|component_id_1|C-1312|2 
TA-06684|component_id_1|C-1621|2 
TA-06684|component_id_2|C-1628|2 
TA-06685|component_id_1|C-1622|2 
TA-06685|component_id_2|C-1629|2 
TA-06686|component_id_1|C-1622|2 
TA-06686|component_id_2|C-1629|2 
TA-06687|component_id_1|C-1622|2 
TA-06687|component_id_2|C-1629|2 
TA-06688|component_id_1|C-1621|2 
TA-06688|component_id_2|C-1628|2 
TA-06690|component_id_1|C-0603|1 
TA-06691|component_id_1|C-1623|1 
TA-06691|component_id_2|C-1630|1 
TA-06691|component_id_3|C-1647|1 
TA-06694|component_id_1|C-1622|2 
TA-06694|component_id_2|C-1629|2 
TA-06695|component_id_1|C-1355|1 
TA-06696|component_id_1|C-1624|2 
TA-06696|component_id_2|C-1631|2 
TA-06697|component_id_1|C-1218|1 
TA-06697|component_id_2|C-1623|1 
TA-06697|component_id_3|C-1630|1 
TA-06698|component_id_1|C-1218|1 
TA-06698|component_id_2|C-1220|1 
TA-06699|component_id_1|C-1218|1 
TA-06699|component_id_2|C-1624|1 
TA-06699|component_id_3|C-1654|1 
TA-06700|component_id_1|C-1218|1 
TA-06700|component_id_2|C-1640|1 
TA-06701|component_id_1|C-1218|1 
TA-06701|component_id_2|C-0318|1 
TA-06702|component_id_1|C-1646|1 
TA-06702|component_id_2|C-0389|1 
TA-06703|component_id_1|C-1623|2 
TA-06703|component_id_2|C-1630|2 
TA-06704|component_id_1|C-1218|1 
TA-06704|component_id_2|C-1624|1 
TA-06704|component_id_3|C-1654|1 
TA-06705|component_id_1|C-1642|1 
TA-06705|component_id_2|C-2024|1 
TA-06706|component_id_1|C-1533|1 
TA-06707|component_id_1|C-1621|2 
TA-06707|component_id_2|C-1628|2 
TA-06708|component_id_1|C-1420|2 
TA-06708|component_id_2|C-1421|2 
TA-06709|component_id_1|C-1623|2 
TA-06709|component_id_2|C-1630|2 
TA-06710|component_id_1|C-1623|2 
TA-06710|component_id_2|C-1630|2 
TA-06711|component_id_1|C-0130|1 
TA-06712|component_id_1|C-1638|2 
TA-06713|component_id_1|C-1638|2 
TA-06714|component_id_1|C-1420|2 
TA-06714|component_id_2|C-1421|2 
TA-06715|component_id_1|C-1620|2 
TA-06715|component_id_2|C-1627|2 
TA-06716|component_id_1|C-1420|2 
TA-06716|component_id_2|C-1421|2 
TA-06717|component_id_1|C-1845|2 
TA-06717|component_id_2|C-1846|2 
TA-06718|component_id_1|C-1845|2 
TA-06718|component_id_2|C-1846|2 
TA-06719|component_id_1|C-1845|2 
TA-06719|component_id_2|C-1846|2 
TA-06720|component_id_1|C-1621|2 
TA-06720|component_id_2|C-1628|2 
TA-06721|component_id_1|C-1621|2 
TA-06721|component_id_2|C-1628|2 
TA-06723|component_id_1|C-1622|2 
TA-06723|component_id_2|C-1629|2 
TA-06724|component_id_1|C-1642|1 
TA-06724|component_id_2|C-0401|1 
TA-06725|component_id_1|C-1642|1 
TA-06725|component_id_2|C-0401|1 
TA-06726|component_id_1|C-1621|2 
TA-06726|component_id_2|C-1628|2 
TA-06727|component_id_1|C-1621|2 
TA-06727|component_id_2|C-1628|2 
TA-06728|component_id_1|C-1621|2 
TA-06728|component_id_2|C-1628|2 
TA-06730|component_id_1|C-1621|2 
TA-06730|component_id_2|C-1628|2 
TA-06731|component_id_1|C-1621|2 
TA-06731|component_id_2|C-1628|2 
TA-06732|component_id_1|C-1845|2 
TA-06732|component_id_2|C-1846|2 
TA-06733|component_id_1|C-0823|2 
TA-06734|component_id_1|C-1229|2 
TA-06735|component_id_1|C-1218|1 
TA-06735|component_id_2|C-1220|1 
TA-06736|component_id_1|C-1218|1 
TA-06736|component_id_2|C-1220|1 
TA-06737|component_id_1|C-1488|1 
TA-06737|component_id_2|C-1586|1 
TA-06737|component_id_3|C-1609|1 
TA-06737|component_id_4|C-0241|1 
TA-06738|component_id_1|C-1586|1 
TA-06738|component_id_2|C-1609|1 
TA-06738|component_id_3|C-0359|1 
TA-06739|component_id_1|C-1243|2 
TA-06739|component_id_2|C-1244|2 
TA-06740|component_id_1|C-1638|2 
TA-06742|component_id_1|C-1848|2 
TA-06742|component_id_2|C-0001|2 
TA-06747|component_id_1|C-1622|2 
TA-06747|component_id_2|C-1629|2 
TA-06748|component_id_1|C-1622|2 
TA-06748|component_id_2|C-1629|2 
TA-06749|component_id_1|C-1420|2 
TA-06749|component_id_2|C-1421|2 
TA-06751|component_id_1|C-1638|2 
TA-06752|component_id_1|C-1626|1 
TA-06752|component_id_2|C-1633|1 
TA-06752|component_id_3|C-0585|1 
TA-06753|component_id_1|C-1626|1 
TA-06753|component_id_2|C-1633|1 
TA-06753|component_id_3|C-0585|1 
TA-06754|component_id_1|C-0442|1 
TA-06755|component_id_1|C-1621|2 
TA-06755|component_id_2|C-1628|2 
TA-06756|component_id_1|C-1621|2 
TA-06756|component_id_2|C-1628|2 
TA-06757|component_id_1|C-1621|2 
TA-06757|component_id_2|C-1628|2 
TA-06758|component_id_1|C-1621|2 
TA-06758|component_id_2|C-1628|2 
TA-06761|component_id_1|C-1624|1 
TA-06761|component_id_2|C-1631|1 
TA-06761|component_id_3|C-1648|1 
TA-06762|component_id_1|C-1623|1 
TA-06762|component_id_2|C-1630|1 
TA-06762|component_id_3|C-1647|1 
TA-06763|component_id_1|C-1623|1 
TA-06763|component_id_2|C-1630|1 
TA-06763|component_id_3|C-1647|1 
TA-06764|component_id_1|C-1781|1 
TA-06764|component_id_2|C-0173|1 
TA-06765|component_id_1|C-1621|2 
TA-06765|component_id_2|C-1628|2 
TA-06766|component_id_1|C-1621|2 
TA-06766|component_id_2|C-1628|2 
TA-06767|component_id_1|C-1621|2 
TA-06767|component_id_2|C-1628|2 
